 0.00000	 0.00000
 0.00100	 1.54508
 0.00200	 2.93893
 0.00300	 4.04508
 0.00400	 4.75528
 0.00500	 5.00000
 0.00600	 4.75528
 0.00700	 4.04508
 0.00800	 2.93893
 0.00900	 1.54508
 0.01000	 0.00000
 0.01100	-1.54508
 0.01200	-2.93893
 0.01300	-4.04508
 0.01400	-4.75528
 0.01500	-5.00000
 0.01600	-4.75528
 0.01700	-4.04508
 0.01800	-2.93893
 0.01900	-1.54508
 0.02000	-0.00000
 0.02100	 1.54508
 0.02200	 2.93893
 0.02300	 4.04508
 0.02400	 4.75528
 0.02500	 5.00000
 0.02600	 4.75528
 0.02700	 4.04508
 0.02800	 2.93893
 0.02900	 1.54508
 0.03000	 0.00000
 0.03100	-1.54508
 0.03200	-2.93893
 0.03300	-4.04508
 0.03400	-4.75528
 0.03500	-5.00000
 0.03600	-4.75528
 0.03700	-4.04508
 0.03800	-2.93893
 0.03900	-1.54508
 0.04000	-0.00000
 0.04100	 1.54508
 0.04200	 2.93893
 0.04300	 4.04508
 0.04400	 4.75528
 0.04500	 5.00000
 0.04600	 4.75528
 0.04700	 4.04508
 0.04800	 2.93893
 0.04900	 1.54508
 0.05000	-0.00000
 0.05100	-1.54508
 0.05200	-2.93893
 0.05300	-4.04508
 0.05400	-4.75528
 0.05500	-5.00000
 0.05600	-4.75528
 0.05700	-4.04508
 0.05800	-2.93893
 0.05900	-1.54508
 0.06000	-0.00000
 0.06100	 1.54508
 0.06200	 2.93893
 0.06300	 4.04508
 0.06400	 4.75528
 0.06500	 5.00000
 0.06600	 4.75528
 0.06700	 4.04508
 0.06800	 2.93893
 0.06900	 1.54508
 0.07000	-0.00000
 0.07100	-1.54508
 0.07200	-2.93893
 0.07300	-4.04508
 0.07400	-4.75528
 0.07500	-5.00000
 0.07600	-4.75528
 0.07700	-4.04508
 0.07800	-2.93893
 0.07900	-1.54508
 0.08000	-0.00000
 0.08100	 1.54508
 0.08200	 2.93893
 0.08300	 4.04508
 0.08400	 4.75528
 0.08500	 5.00000
 0.08600	 4.75528
 0.08700	 4.04508
 0.08800	 2.93893
 0.08900	 1.54508
 0.09000	 0.00000
 0.09100	-1.54508
 0.09200	-2.93893
 0.09300	-4.04508
 0.09400	-4.75528
 0.09500	-5.00000
 0.09600	-4.75528
 0.09700	-4.04508
 0.09800	-2.93893
 0.09900	-1.54508
